,id,date,tweet
0,1228068759484719106,2020-02-13 21:29:43+00:00,Don’t Fall in Love with a Listing on Valentine’s Day - https://t.co/IN6iFnwqkT - #Valentines #RealEstate #ValentinesDay2020 https://t.co/dXiv7EYcaz
1,1228102189933060098,2020-02-13 23:42:33+00:00,Your two favorite Real Estate Agents ❤️ @pacowmalow #realestate #blackmagic https://t.co/8cAe1C9Z8P
2,1228142108621426692,2020-02-14 02:21:11+00:00,"BHS NYC - Hamptons Team at Georgetown Real Estate Alliance pgrossman thomasperry594
@Established1873 bhshamptons @georgetown @GUSteersCenter #nyc #hamptons #realestate #parkavenue #murrayhill #midtown #manhattan… https://t.co/1s6NxkN2s6"
3,1228460109170454531,2020-02-14 23:24:48+00:00,What a difference a week makes. Before and after pictures ffom @markstrausman follow the progress and construction from start of finish. @markstrausman and @markstrausman let the fun begin. #restaurant #realestate… https://t.co/WI07mYPnaW
4,1228813724380794880,2020-02-15 22:49:56+00:00,Coming soon...offered for sale for the very first time...splendid two-bedroom home in the heart of the West Village...watch this space...  @Established1873 #realestate #sales #westvillage #greenwichvillage #downtown… https://t.co/jWCuBSrT73
5,1229583750524071937,2020-02-18 01:49:45+00:00,"My real estate client is getting inbound messages!
#realestate #marketing #socialmedia #newyorkrealestate https://t.co/vszy6668eA"
6,1229861783730520065,2020-02-18 20:14:33+00:00,Business lunch #2020 #businessplan #realestate #sales #compass #nyc @ da Umberto https://t.co/33TSuFmDLp
7,1229913141074702336,2020-02-18 23:38:38+00:00,"Greenwich Village, Luxury One Bedroom with Doorman and Elevator: For Sale at $1,195,000.
#nyrealestate #luxury #nyc #nycapartments #home #newyork #realestate #architecture #luxuryrealestate #milliondollarlisting… https://t.co/DndfDF4RZe"
8,1229988585794949120,2020-02-19 04:38:25+00:00,"As of Feb. 10, at least 21 mortgages backed by New York City hotels were on a watch list for potential difficulties."
9,1230152816037179392,2020-02-19 15:31:01+00:00,"Manhattan News @newyorkyimby 

#OneSeaport #RealEstate #FiDi 

 https://t.co/up7An59gv9"
10,1230165345589190657,2020-02-19 16:20:48+00:00,"I am grateful for a seat at the table. 💺 
#blessed #grateful #seatatthetable #lifestyle #realtorlife #realestate #hireme #buy #sell #lease #investing #invest @ Grand Central Market https://t.co/dB3kT8rvYP"
11,1230183610797481984,2020-02-19 17:33:23+00:00,@michaelbatnick I got roughly 6 quotes for my mortgage in November. Every single person I spoke to quoted my mortgage in 1/8ths. Most also gave me the % in follow up emails though.
12,1230203852059705346,2020-02-19 18:53:49+00:00,You’re Invited to our excited real estate educational event #realestate #realestateagent #realtyexecutives @REXEXECUTIVESNY #realestatetips https://t.co/pTjCHHgb9k
13,1230255221411987456,2020-02-19 22:17:56+00:00,"Let me help you find your next home. Send me a message now to get started! #home #HouseExpert #RealEstate #realtor #HouseHunting #ListReports #thehelpfulagent #RealEstateAgent #HomeOwner @ New York, New York https://t.co/m2tLCHHuwo"
14,1230344461806272513,2020-02-20 04:12:33+00:00,"Trying to book more meeting for this up coming week.

#networking 

#law
#medicine
#realestate
#newyork
#linkedin"
15,1230466302910849025,2020-02-20 12:16:42+00:00,@z0ot @BritishProg @Octobosh99 @pgronayne It’s hard to pay off a mortgage when you don’t have one. Renter
16,1230514359153123329,2020-02-20 15:27:39+00:00,"#NOFEE!#BROKERFEES🚫#NOFEE!
#GreenwichVillage #WestVillage
#Exquisite #Apartment #Rentals
#Luxury #RealEstate #NYC🍎
#HoratioSt. #JaneSt.
#Renters #Relocation #Inquiries
#AppointmentsToView
212.561.6720
https://t.co/vnu2SM63qu https://t.co/5ARqCBOAGd"
17,1230517026671779843,2020-02-20 15:38:15+00:00,"#LetsGoShopping💕!
If you can't come, send your signficant other!
#Skyscraper #Condos #Penthouses #Sales #Resales #Investments.
#Pro #Athlete #Relocation
#Luxury #RealEstate #NYC🍎
#Buyers #Investors #Inquiries
212.561.6720
https://t.co/vnu2SM63qu
@KlutchSports @NBA @MLB @zillow https://t.co/8qO99TqxWI"
18,1230539586327187463,2020-02-20 17:07:54+00:00,"#Luxury #RealEstate #NYC🍎
#Skyscraper #Condos #Penthouses #Brownstones #MultiFamily #Sales #Resales #Investments #Relocation  #Inquiries.
212.561.6720
https://t.co/vnu2SM63qu https://t.co/cDwXRfExbh"
19,1230540377775624197,2020-02-20 17:11:03+00:00,#breakfast ateazorganic #blueberry #blackberry #chia #latte before a big #realestate day #uppereastside @ Ateaz Organic Coffee And Tea Upper East Side https://t.co/qR8sxKspUo
20,1230571689295142912,2020-02-20 19:15:28+00:00,"The #HomesGuarantee is the 1st time since the Great Recession that we have the opportunity to address greed, racism + inequality in the housing market and to make sure that everyone in America has a safe + stable home

Proud to be running on it in #NY12 which is 72% homerenters https://t.co/9OhOyNYsN5"
21,1230599884111216643,2020-02-20 21:07:30+00:00,@SassMay @LoveLolaHeart Oh and I’ve never heard of a mortgage architect before. Interesting.
22,1230950488616718336,2020-02-21 20:20:41+00:00,Thank you nicolepetallides for a great interview on luxury #realestate trends on #TheWatchList  tdameritradenetwork @DollyLenzRE #LenzOnLuxury | Link in bio for full video. @ Nasdaq https://t.co/qPVuUwVWD9
23,1230975286881259520,2020-02-21 21:59:13+00:00,"When the mortgage gets paid... and no mo bills to get paid... all your haters actin strange,  cause you proud of what you saved!  #FridayShennigaan #JustGotPaid #JohnnyKemp #Same https://t.co/HyRcciMil6"
24,1231306270352773123,2020-02-22 19:54:26+00:00,@YungLost_Rebel my mortgage is $400. no.
25,1231678253179396096,2020-02-23 20:32:33+00:00,"The renovation at the townhouse is coming along and #Marley helped too!
Share ▶️ with a fancy friend who might be interested in renting on the #eastside of #Manhattan #NYC #realestate 
#luxuryrealestate… https://t.co/8Hd6qiSr2C"
26,1231727914246430727,2020-02-23 23:49:53+00:00,@dopper0189 @LOLGOP My lakeside condo mortgage is less than my student debt. My student debt is hovering around $500K and my mortgage is $310K. I’ve accepted that I will die before the debt will be paid. That’s why I have life insurance so if anything happens my isn’t burdened with it.
27,1231763710307426304,2020-02-24 02:12:08+00:00,@RocketMortgage @QuickenLoans Love this ad. Won’t take yer mortgage but please keep making them ads. 👍🏽
